City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Xining,CN,36.6167,101.7667,53.35,39,19,2.08,few clouds
349,Kuusamo,FI,65.9667,29.1833,48.24,100,81,1.14,broken clouds
350,Pringsewu,ID,-5.3582,104.9744,82.15,78,63,1.72,broken clouds
351,Awbari,LY,26.5921,12.7805,81.95,14,14,7.61,few clouds
352,Bethel,US,41.3712,-73.414,68.86,65,100,1.01,overcast clouds
353,Dondo,MZ,-19.6094,34.7431,67.51,93,0,4.43,clear sky
354,Waipawa,NZ,-41.4122,175.5153,61.43,62,1,6.51,clear sky
355,Pechory,RU,57.8164,27.6119,49.46,92,73,4.47,broken clouds
356,The Valley,AI,18.217,-63.0578,80.82,75,96,10.87,overcast clouds
357,Grindavik,IS,63.8424,-22.4338,37.87,74,40,2.1,scattered clouds
358,Tekeli,KZ,44.83,78.8239,56.53,71,100,3.29,overcast clouds
359,Mazagao,BR,-0.115,-51.2894,80.65,97,23,2.73,few clouds
360,Najran,SA,17.4924,44.1277,74.05,16,9,2.86,clear sky
361,Vanderhoof,CA,54.0166,-124.0198,52.66,56,100,2.59,overcast clouds
362,Velasco Ibarra,EC,-1.05,-79.6167,75.04,93,96,4.85,light rain
363,Kuopio,FI,62.8924,27.677,58.95,97,90,18.81,overcast clouds
364,Veraval,IN,20.9,70.3667,83.26,81,69,7.7,broken clouds
365,Charyshskoye,RU,51.3978,83.5598,41.49,66,98,7.67,overcast clouds
366,Sibolga,ID,1.7427,98.7792,82.99,66,70,0.74,broken clouds
367,Morro Bay,US,35.3658,-120.8499,71.4,78,0,5.99,clear sky
368,Duku,NG,11.2361,4.9073,85.66,54,93,7.61,overcast clouds
369,Balyaga,RU,51.1507,108.921,59.79,48,100,3.78,overcast clouds
370,Cleveland,US,41.4995,-81.6954,72.75,59,1,4.23,clear sky
371,Maragogi,BR,-9.0122,-35.2225,75.49,87,14,1.83,few clouds
372,San Jose,US,37.3394,-121.895,63.97,47,1,1.01,clear sky
373,Medina,SA,24.4686,39.6142,91.83,25,0,2.01,clear sky
374,Vostok,RU,46.4856,135.8833,75.99,36,96,8.14,overcast clouds
375,Naushki,RU,50.3828,106.1056,60.6,52,79,2.35,broken clouds
376,Luderitz,NA,-26.6481,15.1594,58.68,83,5,6.29,clear sky
377,Jorhat,IN,26.75,94.2167,75.79,93,99,3.22,overcast clouds
378,Touros,BR,-5.1989,-35.4608,77.9,78,3,10.87,clear sky
379,Sangre Grande,TT,10.5835,-61.1177,80.06,85,7,9.17,clear sky
380,Porto Walter,BR,-8.2686,-72.7439,72.23,95,0,1.83,clear sky
381,Kenora,CA,49.8167,-94.4337,63.79,88,75,10.36,broken clouds
382,Sao Joao Da Barra,BR,-21.6403,-41.0511,68.16,83,34,4.09,scattered clouds
383,Zhanaozen,KZ,43.3,52.8,64.74,69,9,11.36,clear sky
384,Lodhikheda,IN,21.5833,78.8333,79.52,57,13,9.75,few clouds
385,Batagay-Alyta,RU,67.8006,130.4114,33.46,62,100,7.65,overcast clouds
386,Sola,VU,-13.8833,167.55,80.35,78,100,22.12,overcast clouds
387,Itatiaia,BR,-22.4961,-44.5633,59.32,91,4,1.12,clear sky
388,Phan Thiet,VN,10.9333,108.1,86.58,67,100,2.28,overcast clouds
389,Kargasok,RU,59.0556,80.8572,38.57,43,0,11.18,clear sky
390,Bereda,ES,43.2686,-7.5406,50.41,94,100,1.61,overcast clouds
391,Shaoxing,CN,30.011,120.5715,71.92,97,100,4.09,overcast clouds
392,Muscat,OM,23.6139,58.5922,90.41,41,0,4.99,clear sky
393,Ngunguru,NZ,-35.6167,174.5,65.16,69,100,4.81,overcast clouds
394,Cam Ranh,VN,11.9214,109.1591,89.56,64,0,1.74,clear sky
395,Zyryanka,RU,65.75,150.85,43.21,73,67,19.95,broken clouds
396,Romodanovo,RU,54.4275,45.3296,60.04,87,56,4.43,broken clouds
397,Maniitsoq,GL,65.4167,-52.9,31.6,98,100,11.92,snow
398,Poshekhonye,RU,58.4993,39.1353,59.07,95,100,7.58,overcast clouds
399,Kamenka,RU,51.3223,42.7678,50.86,97,18,8.9,few clouds
400,Payakumbuh,ID,-0.2202,100.6308,77.7,84,89,1.25,overcast clouds
401,Nioro,GM,13.35,-15.75,79.88,62,92,8.37,overcast clouds
402,Kavaratti,IN,10.5669,72.642,83.95,75,100,13.94,overcast clouds
403,Ussel,FR,45.55,2.3167,31.73,98,46,0.78,scattered clouds
404,Svetlogorsk,BY,52.6333,29.7333,49.78,98,100,9.89,light rain
405,Mayachnyy,RU,52.6839,55.685,58.33,58,35,14.45,scattered clouds
406,Mosquera,CO,4.7059,-74.2302,51.85,92,45,5.7,scattered clouds
407,Ribeira Grande,PT,38.5167,-28.7,60.69,91,100,20.31,overcast clouds
408,Papar,MY,5.7333,115.9333,84.2,76,98,11.52,overcast clouds
409,Kathmandu,NP,27.7167,85.3167,66.42,100,75,0.0,broken clouds
410,Tura,IN,25.5198,90.2201,78.44,89,100,5.84,overcast clouds
411,Alta,NO,69.9689,23.2717,42.06,87,90,1.14,overcast clouds
412,San Pedro,PH,14.35,121.0167,93.79,53,40,8.39,scattered clouds
413,Usinsk,RU,65.9939,57.5281,66.0,64,100,5.53,overcast clouds
414,Shushenskoye,RU,53.325,91.9356,46.08,69,100,6.51,overcast clouds
415,Hun,LY,29.1268,15.9477,81.41,18,76,4.38,broken clouds
416,Dhamrai,BD,23.9202,90.2109,84.18,74,100,12.35,overcast clouds
417,Grandview,US,38.8858,-94.533,68.68,93,90,1.01,overcast clouds
418,Dukat,RU,62.55,155.55,29.89,95,100,5.57,light snow
419,Bintulu,MY,3.1667,113.0333,77.41,94,40,3.44,scattered clouds
420,Guerrero Negro,MX,27.9769,-114.0611,62.38,80,0,18.21,clear sky
421,Dosso,NE,13.049,3.1937,92.91,26,100,5.82,overcast clouds
422,Jumla,NP,29.2747,82.1838,55.29,96,100,3.89,overcast clouds
423,Zhigansk,RU,66.7697,123.3711,40.75,43,14,1.05,few clouds
424,Diamantino,BR,-14.4086,-56.4461,71.56,54,7,4.72,clear sky
425,Altay,CN,47.8667,88.1167,55.83,74,100,11.95,moderate rain
426,Zhengjiatun,CN,43.5064,123.5064,82.15,27,100,20.0,overcast clouds
427,Bathsheba,BB,13.2167,-59.5167,81.21,67,40,17.92,scattered clouds
428,North Platte,US,41.1239,-100.7654,66.33,89,41,4.0,scattered clouds
429,Tulu Bolo,ET,8.6667,38.2167,58.19,81,100,4.97,overcast clouds
430,Matay,EG,28.419,30.7792,72.91,45,0,16.46,clear sky
431,Asau,RO,46.4333,26.4,53.96,55,100,3.76,light rain
432,Kamenskiy,RU,50.8855,45.488,53.87,92,50,6.31,scattered clouds
433,Manduria,IT,40.4018,17.6335,58.01,70,81,9.82,broken clouds
434,Mitu,CO,1.1983,-70.1733,70.57,99,100,1.19,overcast clouds
435,Great Yarmouth,GB,52.6083,1.7305,45.95,90,36,7.99,scattered clouds
436,Dalbandin,PK,28.8947,64.4101,84.07,10,0,4.72,clear sky
437,Thohoyandou,ZA,-22.9456,30.485,57.18,70,35,3.09,scattered clouds
438,Acapulco,MX,16.8634,-99.8901,81.12,68,0,7.78,clear sky
439,Bairiki,KI,1.3292,172.9752,87.8,81,75,11.54,light rain
440,Scarborough,GB,54.2797,-0.4044,45.54,87,51,1.01,broken clouds
441,Yarmouth,US,41.7057,-70.2286,60.1,58,73,1.99,broken clouds
442,Nokaneng,BW,-19.6667,22.2667,56.05,45,0,5.73,clear sky
443,Oriximina,BR,-1.7656,-55.8661,76.69,89,100,2.93,overcast clouds
444,Nizwa,OM,22.9333,57.5333,84.56,23,0,2.24,clear sky
445,Hohhot,CN,40.8106,111.6522,59.29,48,20,6.31,few clouds
446,Ulaanbaatar,MN,47.9077,106.8832,69.93,30,0,8.37,clear sky
447,Alta Floresta,BR,-9.8756,-56.0861,73.22,94,0,0.0,clear sky
448,Kangaba,ML,11.9333,-8.4167,84.09,49,100,2.84,overcast clouds
449,Nouadhibou,MR,20.931,-17.0347,66.18,88,0,20.71,clear sky
450,Sandy Bay,AU,-42.913,147.3532,57.15,52,20,4.0,few clouds
451,Carutapera,BR,-1.195,-46.02,76.68,90,0,5.35,clear sky
452,Shenjiamen,CN,29.9576,122.298,66.29,96,100,11.9,light rain
453,Ashington,GB,50.9331,-0.3909,48.09,78,95,1.01,overcast clouds
454,Plettenberg Bay,ZA,-34.0527,23.3716,62.31,55,89,5.21,overcast clouds
455,Kloulklubed,PW,7.0419,134.2556,83.25,78,34,13.24,scattered clouds
456,Axim,GH,4.8699,-2.2405,79.88,82,80,6.55,broken clouds
457,Hami,CN,42.8,93.45,77.32,13,63,8.75,broken clouds
458,Ostrovnoy,RU,68.0531,39.5131,54.97,70,55,1.3,broken clouds
459,Port Blair,IN,11.6667,92.75,84.9,71,100,5.06,overcast clouds
460,Gezing,AT,47.9178,13.1299,46.96,99,75,7.63,broken clouds
461,Chumikan,RU,54.7183,135.315,39.56,84,100,8.21,overcast clouds
462,Soe,ID,-9.8607,124.284,77.81,51,33,6.38,scattered clouds
463,Paka,MY,4.6374,103.4368,78.73,88,40,4.43,scattered clouds
464,Atar,MR,20.5169,-13.0499,84.87,15,0,6.98,clear sky
465,Tilichiki,RU,60.4667,166.1,33.17,98,100,4.94,snow
466,Qui Nhon,VN,13.7667,109.2333,87.96,63,54,6.6,broken clouds
467,Nyagan,RU,62.1406,65.3936,56.71,79,100,7.72,light rain
468,Quatre Cocos,MU,-20.2078,57.7625,71.1,74,53,22.97,light rain
469,Nara,JP,34.6851,135.8049,70.5,92,100,2.68,light rain
470,Sorrento,IT,40.626,14.3744,60.26,54,58,1.95,broken clouds
471,Carmelo,UY,-33.9892,-58.2856,59.16,73,100,8.3,heavy intensity rain
472,Christchurch,NZ,-43.5333,172.6333,61.0,74,8,8.01,clear sky
473,Tsumeb,NA,-19.2333,17.7167,51.35,44,0,4.63,clear sky
474,Yazman,PK,29.1212,71.7446,83.98,40,0,13.87,clear sky
475,Ouahigouya,BF,13.5828,-2.4216,90.5,30,98,4.85,overcast clouds
476,Biloela,AU,-24.4167,150.5,76.32,42,31,14.76,scattered clouds
477,Ketchikan,US,55.3422,-131.6461,54.0,70,22,5.68,few clouds
478,Gat,IL,31.61,34.7642,67.82,85,0,3.74,clear sky
479,Shenzhen,CN,22.5455,114.0683,89.85,67,100,10.49,overcast clouds
480,San-Pedro,CI,4.7485,-6.6363,78.03,84,100,5.39,overcast clouds
481,Katakwi,UG,1.8911,33.9661,64.63,95,100,2.68,overcast clouds
482,Kyaukse,MM,21.6,96.1333,93.2,42,40,13.58,scattered clouds
483,Ewa Beach,US,21.3156,-158.0072,81.99,45,17,18.99,few clouds
484,Romny,UA,50.751,33.4747,49.57,98,100,7.9,overcast clouds
485,Ammon,US,43.4696,-111.9666,66.81,42,39,1.99,scattered clouds
486,Saravan,AM,39.7196,45.6483,48.85,57,0,6.4,clear sky
487,Harrison,US,30.4091,-89.0436,75.25,90,90,12.75,overcast clouds
488,Laguna,US,38.421,-121.4238,76.44,40,1,7.0,clear sky
489,Severomuysk,RU,56.1481,113.4267,29.79,50,84,2.84,broken clouds
490,Seoul,KR,37.5683,126.9778,69.37,45,0,2.59,light rain
491,Antsohihy,MG,-14.8796,47.9875,71.15,68,0,8.61,clear sky
492,Chiang Klang,TH,19.2938,100.8617,79.93,69,99,2.53,overcast clouds
493,Biltine,TD,14.5333,20.9167,84.33,13,5,9.13,clear sky
494,Moron,AR,-34.6534,-58.6198,58.96,80,100,7.4,overcast clouds
495,Takoradi,GH,4.8845,-1.7554,79.38,85,78,6.6,broken clouds
496,Ampanihy,MG,-24.7,44.75,58.68,75,0,8.41,clear sky
497,Imbituba,BR,-28.24,-48.6703,57.09,84,74,4.38,broken clouds
498,Deer Lake,CA,49.1667,-57.4316,46.26,76,40,9.22,scattered clouds
499,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,76.21,85,10,2.24,clear sky
500,Bwanga,TZ,-3.0308,31.7601,63.19,88,100,2.26,overcast clouds
501,Dwarka,IN,22.2394,68.9678,85.05,69,98,10.8,overcast clouds
502,Kem,RU,64.9555,34.5793,60.26,81,100,12.84,overcast clouds
503,Kahului,US,20.8947,-156.47,80.96,80,48,15.99,scattered clouds
504,Portalegre,PT,39.2938,-7.4312,57.92,51,47,4.36,scattered clouds
505,Mackay,AU,-21.15,149.2,78.04,69,5,21.85,clear sky
506,Vidisha,IN,23.5333,77.8167,74.53,63,32,15.82,scattered clouds
507,Cerro Largo,BR,-28.1486,-54.7381,62.15,51,77,4.38,broken clouds
508,Maba,CN,24.6841,113.5984,80.73,88,86,0.4,overcast clouds
509,Urumqi,CN,43.801,87.6005,72.55,35,0,2.48,clear sky
510,Ialibu,PG,-6.2821,143.9935,67.03,83,98,1.7,overcast clouds
511,Svetlyy,RU,54.675,20.1347,48.96,87,62,13.11,broken clouds
512,Narayanpet,IN,16.7333,77.5,81.34,66,99,8.97,overcast clouds
513,Turayf,SA,31.6725,38.6637,71.85,24,0,6.91,clear sky
514,Tambacounda,SN,13.7539,-13.7586,93.25,55,99,12.59,overcast clouds
515,Zhuhai,CN,22.2769,113.5678,89.71,68,40,14.34,scattered clouds
516,Pontes E Lacerda,BR,-15.2261,-59.3353,71.29,60,29,2.75,scattered clouds
517,Estacion Coahuila,MX,32.1939,-115.0017,99.7,9,7,12.93,clear sky
518,Inhambane,MZ,-23.865,35.3833,69.12,68,5,6.53,clear sky
519,Padang,ID,-0.9492,100.3543,86.05,71,100,0.92,overcast clouds
520,Mariental,NA,-24.6333,17.9667,60.73,42,11,8.08,few clouds
521,Manta,EC,-0.95,-80.7333,74.98,88,75,11.5,broken clouds
522,Ambilobe,MG,-13.2,49.05,66.81,86,10,3.36,clear sky
523,Black River,JM,18.0264,-77.8487,80.6,79,75,4.65,broken clouds
524,Mount Isa,AU,-20.7333,139.5,80.37,29,48,12.66,scattered clouds
525,Broken Hill,AU,-31.95,141.4333,62.31,39,40,11.5,scattered clouds
526,Sambava,MG,-14.2667,50.1667,71.73,79,15,12.71,few clouds
527,Buldana,IN,20.5333,76.1833,78.57,58,33,13.15,scattered clouds
528,Mersing,MY,2.4312,103.8405,76.91,94,40,4.61,moderate rain
529,Tadine,NC,-21.55,167.8833,77.16,67,74,6.91,broken clouds
530,San Vicente,AR,-26.6167,-54.1333,56.44,53,25,2.53,scattered clouds
531,Saint-Paul,RE,-21.0096,55.2707,71.71,74,12,13.78,few clouds
532,Wukari,NG,7.85,9.7833,78.37,76,100,6.24,overcast clouds
533,Santa Maria,BR,-29.6842,-53.8069,51.1,57,0,3.56,clear sky
534,Storforshei,NO,66.4043,14.5233,43.66,96,100,3.42,overcast clouds
535,Labuhan,ID,-6.8844,112.2051,83.37,71,33,5.7,scattered clouds
536,Husavik,IS,66.0449,-17.3389,31.91,74,10,3.31,clear sky
537,Zvenigovo,RU,55.9742,48.0181,63.55,77,43,10.76,scattered clouds
538,Parkes,AU,-33.1333,148.1833,58.64,44,14,5.68,few clouds
539,Apricena,IT,41.7839,15.4437,52.77,81,26,13.8,scattered clouds
540,Nemuro,JP,43.3236,145.575,66.63,90,62,10.8,broken clouds
541,Agadir,MA,30.4202,-9.5982,68.45,54,33,4.63,scattered clouds
542,Terney,RU,45.0503,136.6092,66.96,61,21,8.32,few clouds
543,Vysokogornyy,RU,50.1167,139.15,68.77,46,59,8.41,heavy intensity rain
544,Tongliao,CN,43.6125,122.2653,86.85,19,100,14.12,overcast clouds
545,Verkhoturye,RU,58.8627,60.8054,60.26,55,45,6.22,scattered clouds
546,San Lorenzo,PY,-25.3333,-57.5333,72.54,55,0,7.85,clear sky
547,Fomboni,KM,-12.28,43.7425,80.31,71,43,16.46,light rain
548,Namtsy,RU,62.7161,129.6658,48.31,25,64,3.36,broken clouds
549,Babynino,RU,54.39,35.73,55.15,94,83,11.77,broken clouds
550,San Pedro De Cajas,PE,-11.2511,-75.8617,42.67,89,100,0.98,overcast clouds
551,Kurilsk,RU,45.2333,147.8833,48.49,70,96,1.63,overcast clouds
552,Baoqing,CN,46.3317,132.2111,81.18,39,36,12.37,scattered clouds
553,Nhulunbuy,AU,-12.2333,136.7667,84.81,70,75,18.41,broken clouds
554,Kumba,CM,4.6363,9.4469,71.2,98,96,1.28,overcast clouds
555,Fukue,JP,32.6881,128.8419,71.96,100,75,9.22,very heavy rain
556,Jawa,JO,31.8525,35.9393,70.11,38,0,3.49,clear sky
557,Richards Bay,ZA,-28.783,32.0377,67.5,74,100,14.16,overcast clouds
558,Gamba,GA,-2.65,10.0,77.59,93,95,6.08,light rain
559,Namatanai,PG,-3.6667,152.4333,86.18,66,78,3.83,broken clouds
560,Rawson,AR,-43.3002,-65.1023,55.51,93,100,19.33,heavy intensity rain
561,Jackson,US,42.4165,-122.8345,52.75,58,75,7.0,broken clouds
562,Stokmarknes,NO,68.5646,14.9108,44.49,86,92,6.15,overcast clouds
563,Ulladulla,AU,-35.35,150.4667,63.5,39,22,3.13,few clouds
564,La Asuncion,VE,11.0333,-63.8628,80.33,82,7,18.3,clear sky
565,Caraballeda,VE,10.6112,-66.8522,78.87,86,11,9.48,few clouds
566,Tiznit,MA,29.5833,-9.5,78.91,32,100,1.5,overcast clouds
567,Xihua,CN,33.7833,114.5167,74.91,55,1,11.12,clear sky
568,La Orilla,MX,17.9833,-102.2333,77.7,65,0,5.73,clear sky
569,Plouzane,FR,48.3833,-4.6167,51.98,83,90,13.82,overcast clouds
570,Chernyakhovsk,RU,54.6335,21.8156,42.1,95,31,7.09,scattered clouds
571,Iberia,US,29.9502,-91.7507,76.98,88,90,15.05,overcast clouds
572,Auki,SB,-8.7676,160.7034,87.03,65,93,3.76,overcast clouds
573,Pingzhuang,CN,42.0372,119.2889,77.58,26,100,6.73,overcast clouds
574,Nabire,ID,-3.3667,135.4833,78.15,92,100,2.84,overcast clouds
575,Nago,JP,26.5881,127.9761,84.45,75,24,13.44,few clouds
576,Havelock,US,34.8791,-76.9013,69.94,79,1,3.29,clear sky
577,Pingliang,CN,35.5392,106.6861,69.8,26,4,1.32,clear sky
578,Praia Da Vitoria,PT,38.7333,-27.0667,63.75,94,75,8.3,broken clouds
579,Cheyenne,US,41.14,-104.8203,63.95,60,100,4.0,overcast clouds
580,Maltahohe,NA,-24.8333,16.9833,56.03,50,43,10.67,scattered clouds
581,Tigil,RU,57.8,158.6667,40.46,79,100,16.22,overcast clouds
582,Maputo,MZ,-25.9653,32.5892,66.22,76,0,7.0,clear sky
583,Santa Cruz,BO,-17.8,-63.1667,77.38,58,70,13.58,broken clouds
584,Wangqing,CN,43.3218,129.7634,78.51,38,55,5.97,broken clouds
585,Galle,LK,6.0367,80.217,82.11,81,100,9.31,overcast clouds
586,Coralville,US,41.6764,-91.5805,72.43,92,100,13.85,moderate rain
587,Shache,CN,38.4167,77.2406,73.04,25,100,7.78,overcast clouds
588,Rio Grande,BR,-32.035,-52.0986,54.9,78,100,5.41,overcast clouds
589,Kokopo,PG,-4.352,152.2633,86.31,64,92,5.61,overcast clouds
590,Dabhol,IN,17.6,73.1667,78.85,86,50,4.34,scattered clouds
591,Los Llanos De Aridane,ES,28.6585,-17.9182,66.13,74,0,16.37,clear sky
592,Kardla,EE,58.9978,22.7492,48.06,84,29,11.36,scattered clouds
593,Gravdal,NO,68.1214,13.5031,41.76,77,100,13.35,overcast clouds
594,Kibala,TD,9.1104,18.3463,87.75,45,0,0.0,clear sky
595,Ust-Kut,RU,56.7938,105.7672,41.95,38,100,7.63,overcast clouds
596,Chapais,CA,49.7834,-74.8492,67.78,68,97,6.02,overcast clouds
597,Cooma,AU,-36.2333,149.1333,47.97,35,95,1.72,light rain
598,Ous,RU,60.9058,61.5186,62.82,52,100,7.63,overcast clouds
599,Amazar,RU,53.858,120.875,53.65,48,87,5.14,overcast clouds
600,Vallenar,CL,-28.5708,-70.7581,56.01,80,100,0.83,overcast clouds
601,Ambarnath,IN,19.2,73.1667,80.2,80,80,5.14,broken clouds
602,Northam,GB,51.0333,-4.2167,52.02,92,100,11.54,overcast clouds
603,Taikang,CN,46.8333,124.4167,72.1,50,2,11.99,clear sky
604,Ust-Tsilma,RU,65.441,52.1498,69.49,58,77,6.55,broken clouds
605,Brigham City,US,41.5102,-112.0155,79.84,12,1,10.36,clear sky
606,Swift Current,CA,50.2834,-107.8014,54.41,35,75,9.22,broken clouds
607,Norman,US,35.2226,-97.4395,71.6,83,1,6.91,clear sky
608,Russellville,US,35.2784,-93.1338,71.33,89,90,5.75,overcast clouds
609,Buta,CD,2.7858,24.73,69.49,98,100,0.74,overcast clouds
610,San Francisco,US,37.7749,-122.4194,67.51,75,0,7.0,clear sky
611,Rathdrum,US,47.8137,-116.892,57.74,55,60,1.01,broken clouds
612,Thinadhoo,MV,0.5333,72.9333,84.45,68,6,10.22,clear sky
613,Ponta Delgada,PT,37.7333,-25.6667,65.12,100,40,8.05,scattered clouds
614,Bambanglipuro,ID,-7.95,110.2833,82.85,73,45,6.78,scattered clouds
615,Erdenet,MN,49.0333,104.0833,65.07,35,80,9.73,broken clouds
616,Parral,MX,26.9333,-105.6667,72.7,15,0,5.86,clear sky
617,Melle,DE,52.2,8.35,47.1,95,38,3.62,scattered clouds
618,Saumur,FR,47.3333,-0.25,48.81,88,47,2.01,scattered clouds
619,Cap-Aux-Meules,CA,47.3821,-61.8597,42.82,93,90,14.97,overcast clouds
620,Mehamn,NO,71.0357,27.8492,41.14,91,100,6.35,overcast clouds
621,Miracema Do Tocantins,BR,-9.5618,-48.3967,74.71,69,8,1.79,clear sky
622,Nha Trang,VN,12.25,109.1833,89.6,62,100,0.45,overcast clouds
623,Beatrice,US,40.2681,-96.747,68.86,95,90,3.0,overcast clouds
624,Verkhovazhye,RU,60.7472,42.0465,61.05,82,2,5.53,clear sky
625,Ust-Kuyga,RU,70.0167,135.6,35.01,76,84,8.66,broken clouds
626,Wilmington,US,34.2257,-77.9447,70.86,88,1,4.23,clear sky
627,Fuyu,CN,45.1833,124.8167,82.76,25,2,15.14,clear sky
628,La Reforma,MX,25.0833,-108.05,83.75,62,0,6.62,clear sky
629,Huntington,US,38.4193,-82.4452,71.46,65,82,4.38,broken clouds
630,Taquara,BR,-29.6506,-50.7806,56.1,91,100,2.1,overcast clouds
631,Guadalupe Y Calvo,MX,26.1,-106.9667,52.81,44,0,3.74,clear sky
632,Zahirabad,IN,17.6833,77.6167,80.44,63,17,10.8,few clouds
633,Montevista,PH,7.6933,125.9889,84.29,78,65,1.83,broken clouds
634,Kavieng,PG,-2.5744,150.7967,85.68,68,17,6.11,few clouds
635,Baruun-Urt,MN,46.6806,113.2792,66.58,41,51,4.21,broken clouds
636,Santa Maria Do Suacui,BR,-18.1903,-42.4142,61.97,84,0,1.77,clear sky
637,Mogadishu,SO,2.0371,45.3438,78.4,87,100,17.11,overcast clouds
638,Florida,US,28.7505,-82.5001,77.77,68,1,1.99,clear sky
639,Tezpur,IN,26.6333,92.8,79.45,86,92,3.56,overcast clouds
640,Taos,US,36.4072,-105.5731,54.0,72,90,3.0,overcast clouds
641,Thunder Bay,CA,48.4001,-89.3168,67.98,84,75,6.91,broken clouds
642,Mpophomeni,ZA,-29.5682,30.1862,57.31,29,100,5.73,overcast clouds
643,Puerto Palomas,MX,31.7667,-107.6167,80.62,19,80,4.9,broken clouds
644,Seymchan,RU,62.8833,152.4333,38.14,97,100,3.11,light rain
645,Boma,GH,7.0805,-2.1697,72.75,99,57,3.76,broken clouds
646,Inongo,CD,-1.95,18.2667,71.04,89,30,1.83,scattered clouds
647,Sulangan,PH,11.1373,123.7228,83.32,75,100,4.14,overcast clouds
648,Tanabi,BR,-20.6264,-49.6492,70.02,45,11,2.66,few clouds
649,Novosergiyevka,RU,52.0934,53.6528,61.65,67,73,19.6,light rain
650,Kirov,RU,58.5966,49.6601,58.33,71,11,6.55,few clouds
651,Sumenep,ID,-7.0167,113.8667,84.56,68,49,5.79,scattered clouds
652,Igurusi,TZ,-8.85,33.85,58.69,87,97,3.06,overcast clouds
653,Zlitan,LY,32.4674,14.5687,68.59,73,74,9.53,broken clouds
654,Cairns,AU,-16.9167,145.7667,78.06,89,40,13.8,light rain
655,Pergamino,AR,-33.89,-60.5736,56.25,76,100,4.0,overcast clouds
656,Road Town,VG,18.4167,-64.6167,82.44,78,20,3.44,few clouds
657,Tiarei,PF,-17.5333,-149.3333,84.22,72,58,21.7,broken clouds
658,Paengaroa,NZ,-37.8167,176.4167,66.9,70,0,1.99,clear sky
659,Walvis Bay,NA,-22.9575,14.5053,59.95,82,0,5.32,clear sky
660,Jiexiu,CN,37.0244,111.9125,69.37,44,37,5.41,scattered clouds
661,Nangomba,TZ,-10.9,38.5,62.26,80,14,2.95,few clouds
662,Goderich,CA,43.7501,-81.7165,75.52,35,100,4.61,overcast clouds
663,Itarema,BR,-2.9248,-39.9167,76.93,87,3,9.51,clear sky
664,Santarem,BR,-2.4431,-54.7083,75.33,100,0,4.61,clear sky
665,Raduzhnyy,RU,62.0961,77.475,35.13,41,100,3.56,overcast clouds
666,Lakatoro,VU,-16.0999,167.4164,77.58,82,100,9.15,overcast clouds
667,Consuegra,ES,39.4625,-3.608,60.13,45,88,5.46,overcast clouds
668,Esmeralda,CU,21.8525,-78.1169,76.06,83,100,12.48,overcast clouds
669,Gogrial,SS,8.5332,28.1004,77.77,75,95,4.25,overcast clouds
670,Arcachon,FR,44.5875,-1.0519,44.92,100,0,0.0,clear sky
671,Nome,US,64.5011,-165.4064,46.17,56,11,4.27,few clouds
672,Charters Towers,AU,-20.1,146.2667,76.69,47,20,15.55,few clouds
673,Saveh,IR,35.0213,50.3566,76.46,19,0,7.92,clear sky
674,Hirara,JP,24.8,125.2833,86.27,74,75,19.57,broken clouds
675,Mount Gambier,AU,-37.8333,140.7667,58.91,88,90,5.75,overcast clouds
676,Malvern,US,34.3623,-92.813,71.74,97,99,10.29,light rain
677,Karlstad,SE,59.3793,13.5036,43.36,96,20,6.49,few clouds
678,Cabra,ES,37.4725,-4.4421,65.66,61,60,5.23,broken clouds
